source_entity,r.relation_type,target_entity,r.description,r.source_document,r.confidence
Government of Alberta,RELATED_TO,Government act,Government of Alberta related to Government act,https://www.alberta.ca/indigenous-organizations-and-service-directory,0.7
Government of Alberta,RELATED_TO,and act,Government of Alberta related to and act,https://www.alberta.ca/indigenous-organizations-and-service-directory,0.7
Government of Alberta,RELATED_TO,action plan,Government of Alberta related to action plan,https://www.alberta.ca/indigenous-organizations-and-service-directory,0.7
Government of Alberta,PROVIDES,vehicle registration,Government of Alberta provides vehicle registration,https://www.alberta.ca/indigenous-organizations-and-service-directory,0.7
Government of Alberta,PROVIDES,Elder abuse,Government of Alberta provides Elder abuse,https://www.alberta.ca/indigenous-organizations-and-service-directory,0.7
Government of Alberta,PROVIDES,Child care,Government of Alberta provides Child care,https://www.alberta.ca/indigenous-organizations-and-service-directory,0.7
Government of Alberta,MANAGES,Foster and kinship care,Government of Alberta manages Foster and kinship care,https://www.alberta.ca/first-nations-development-fund-grant-program,0.7
Government of Alberta,RELATED_TO,Alberta government services and information you need,Government of Alberta related to Alberta government services and information you need,https://www.alberta.ca/first-nations-development-fund-grant-program,0.7
Government of Alberta,RELATED_TO,Alberta jobs,Government of Alberta related to Alberta jobs,https://www.alberta.ca/first-nations-development-fund-grant-program,0.7
Government of Alberta,RELATED_TO,Alberta initiatives and action plans,Government of Alberta related to Alberta initiatives and action plans,https://www.alberta.ca/first-nations-development-fund-grant-program,0.7
Government of Alberta,RELATED_TO,Government act,Government of Alberta related to Government act,https://www.alberta.ca/first-nations-development-fund-grant-program,0.7
Government of Alberta,RELATED_TO,and act,Government of Alberta related to and act,https://www.alberta.ca/first-nations-development-fund-grant-program,0.7
Government of Alberta,RELATED_TO,action plan,Government of Alberta related to action plan,https://www.alberta.ca/first-nations-development-fund-grant-program,0.7
Government of Alberta,PROVIDES,vehicle registration,Government of Alberta provides vehicle registration,https://www.alberta.ca/first-nations-development-fund-grant-program,0.7
Government of Alberta,PROVIDES,Elder abuse,Government of Alberta provides Elder abuse,https://www.alberta.ca/first-nations-development-fund-grant-program,0.7
Government of Alberta,PROVIDES,Child care,Government of Alberta provides Child care,https://www.alberta.ca/first-nations-development-fund-grant-program,0.7
Government of Alberta,MANAGES,Foster and kinship care,Government of Alberta manages Foster and kinship care,https://www.alberta.ca/training-and-employment-services-directory,0.7
Government of Alberta,RELATED_TO,Alberta government services and information you need,Government of Alberta related to Alberta government services and information you need,https://www.alberta.ca/training-and-employment-services-directory,0.7
Government of Alberta,RELATED_TO,Alberta jobs,Government of Alberta related to Alberta jobs,https://www.alberta.ca/training-and-employment-services-directory,0.7
Government of Alberta,RELATED_TO,Alberta initiatives and action plans,Government of Alberta related to Alberta initiatives and action plans,https://www.alberta.ca/training-and-employment-services-directory,0.7
Government of Alberta,RELATED_TO,Government act,Government of Alberta related to Government act,https://www.alberta.ca/training-and-employment-services-directory,0.7
Government of Alberta,RELATED_TO,and act,Government of Alberta related to and act,https://www.alberta.ca/training-and-employment-services-directory,0.7
Government of Alberta,RELATED_TO,action plan,Government of Alberta related to action plan,https://www.alberta.ca/training-and-employment-services-directory,0.7
Government of Alberta,PROVIDES,vehicle registration,Government of Alberta provides vehicle registration,https://www.alberta.ca/training-and-employment-services-directory,0.7
Government of Alberta,PROVIDES,Elder abuse,Government of Alberta provides Elder abuse,https://www.alberta.ca/training-and-employment-services-directory,0.7
Government of Alberta,PROVIDES,Child care,Government of Alberta provides Child care,https://www.alberta.ca/training-and-employment-services-directory,0.7
Government of Alberta,MANAGES,Foster and kinship care,Government of Alberta manages Foster and kinship care,https://www.alberta.ca/budget-documents.aspx,0.7
Government of Alberta,RELATED_TO,Alberta government services and information you need,Government of Alberta related to Alberta government services and information you need,https://www.alberta.ca/budget-documents.aspx,0.7
Government of Alberta,RELATED_TO,Alberta jobs,Government of Alberta related to Alberta jobs,https://www.alberta.ca/budget-documents.aspx,0.7
Government of Alberta,RELATED_TO,Alberta initiatives and action plans,Government of Alberta related to Alberta initiatives and action plans,https://www.alberta.ca/budget-documents.aspx,0.7
Government of Alberta,RELATED_TO,Government act,Government of Alberta related to Government act,https://www.alberta.ca/budget-documents.aspx,0.7
Government of Alberta,RELATED_TO,and act,Government of Alberta related to and act,https://www.alberta.ca/budget-documents.aspx,0.7
Government of Alberta,RELATED_TO,action plan,Government of Alberta related to action plan,https://www.alberta.ca/budget-documents.aspx,0.7
Government of Alberta,PROVIDES,vehicle registration,Government of Alberta provides vehicle registration,https://www.alberta.ca/budget-documents.aspx,0.7
Government of Alberta,PROVIDES,Elder abuse,Government of Alberta provides Elder abuse,https://www.alberta.ca/budget-documents.aspx,0.7
Government of Alberta,PROVIDES,Child care,Government of Alberta provides Child care,https://www.alberta.ca/budget-documents.aspx,0.7
Government of Alberta,RELATED_TO,2025,Government of Alberta related to 2025,https://www.alberta.ca/budget-documents.aspx,0.7
Government of Alberta,MANAGES,Foster and kinship care,Government of Alberta manages Foster and kinship care,https://www.alberta.ca/fr/programs-of-study,0.7
Government of Alberta,RELATED_TO,Alberta government services and information you need,Government of Alberta related to Alberta government services and information you need,https://www.alberta.ca/fr/programs-of-study,0.7
Government of Alberta,RELATED_TO,Alberta jobs,Government of Alberta related to Alberta jobs,https://www.alberta.ca/fr/programs-of-study,0.7
Government of Alberta,RELATED_TO,Alberta initiatives and action plans,Government of Alberta related to Alberta initiatives and action plans,https://www.alberta.ca/fr/programs-of-study,0.7
Government of Alberta,RELATED_TO,Government act,Government of Alberta related to Government act,https://www.alberta.ca/fr/programs-of-study,0.7
Government of Alberta,RELATED_TO,and act,Government of Alberta related to and act,https://www.alberta.ca/fr/programs-of-study,0.7
Government of Alberta,RELATED_TO,action plan,Government of Alberta related to action plan,https://www.alberta.ca/fr/programs-of-study,0.7
Government of Alberta,PROVIDES,vehicle registration,Government of Alberta provides vehicle registration,https://www.alberta.ca/fr/programs-of-study,0.7
Government of Alberta,PROVIDES,Elder abuse,Government of Alberta provides Elder abuse,https://www.alberta.ca/fr/programs-of-study,0.7
Government of Alberta,PROVIDES,Child care,Government of Alberta provides Child care,https://www.alberta.ca/fr/programs-of-study,0.7
Government of Alberta,MANAGES,Foster and kinship care,Government of Alberta manages Foster and kinship care,https://www.alberta.ca/k-12-curriculum-programs-of-study,0.7
Government of Alberta,RELATED_TO,Alberta government services and information you need,Government of Alberta related to Alberta government services and information you need,https://www.alberta.ca/k-12-curriculum-programs-of-study,0.7
Government of Alberta,RELATED_TO,Alberta jobs,Government of Alberta related to Alberta jobs,https://www.alberta.ca/k-12-curriculum-programs-of-study,0.7
Government of Alberta,RELATED_TO,Alberta initiatives and action plans,Government of Alberta related to Alberta initiatives and action plans,https://www.alberta.ca/k-12-curriculum-programs-of-study,0.7
Government of Alberta,RELATED_TO,Government act,Government of Alberta related to Government act,https://www.alberta.ca/k-12-curriculum-programs-of-study,0.7
Government of Alberta,RELATED_TO,and act,Government of Alberta related to and act,https://www.alberta.ca/k-12-curriculum-programs-of-study,0.7
Government of Alberta,RELATED_TO,action plan,Government of Alberta related to action plan,https://www.alberta.ca/k-12-curriculum-programs-of-study,0.7
Government of Alberta,PROVIDES,vehicle registration,Government of Alberta provides vehicle registration,https://www.alberta.ca/k-12-curriculum-programs-of-study,0.7
Government of Alberta,PROVIDES,Elder abuse,Government of Alberta provides Elder abuse,https://www.alberta.ca/k-12-curriculum-programs-of-study,0.7
Government of Alberta,PROVIDES,Child care,Government of Alberta provides Child care,https://www.alberta.ca/k-12-curriculum-programs-of-study,0.7
Government of Alberta,MANAGES,Foster and kinship care,Government of Alberta manages Foster and kinship care,https://www.alberta.ca/school-construction-accelerator-program,0.7
Government of Alberta,RELATED_TO,Alberta government services and information you need,Government of Alberta related to Alberta government services and information you need,https://www.alberta.ca/school-construction-accelerator-program,0.7
Government of Alberta,RELATED_TO,Alberta jobs,Government of Alberta related to Alberta jobs,https://www.alberta.ca/school-construction-accelerator-program,0.7
Government of Alberta,RELATED_TO,Alberta initiatives and action plans,Government of Alberta related to Alberta initiatives and action plans,https://www.alberta.ca/school-construction-accelerator-program,0.7
Government of Alberta,RELATED_TO,Government act,Government of Alberta related to Government act,https://www.alberta.ca/school-construction-accelerator-program,0.7
Government of Alberta,RELATED_TO,and act,Government of Alberta related to and act,https://www.alberta.ca/school-construction-accelerator-program,0.7
Government of Alberta,RELATED_TO,action plan,Government of Alberta related to action plan,https://www.alberta.ca/school-construction-accelerator-program,0.7
Government of Alberta,PROVIDES,vehicle registration,Government of Alberta provides vehicle registration,https://www.alberta.ca/school-construction-accelerator-program,0.7
Government of Alberta,PROVIDES,Elder abuse,Government of Alberta provides Elder abuse,https://www.alberta.ca/school-construction-accelerator-program,0.7
Government of Alberta,PROVIDES,Child care,Government of Alberta provides Child care,https://www.alberta.ca/school-construction-accelerator-program,0.7
Government of Alberta,RELATED_TO,2025,Government of Alberta related to 2025,https://www.alberta.ca/school-construction-accelerator-program,0.7
Government of Alberta,MANAGES,Foster and kinship care,Government of Alberta manages Foster and kinship care,https://www.alberta.ca/programs-of-study,0.7
Government of Alberta,RELATED_TO,Alberta government services and information you need,Government of Alberta related to Alberta government services and information you need,https://www.alberta.ca/programs-of-study,0.7
Government of Alberta,RELATED_TO,Alberta jobs,Government of Alberta related to Alberta jobs,https://www.alberta.ca/programs-of-study,0.7
Government of Alberta,RELATED_TO,Alberta initiatives and action plans,Government of Alberta related to Alberta initiatives and action plans,https://www.alberta.ca/programs-of-study,0.7
Government of Alberta,RELATED_TO,Government act,Government of Alberta related to Government act,https://www.alberta.ca/programs-of-study,0.7
Government of Alberta,RELATED_TO,and act,Government of Alberta related to and act,https://www.alberta.ca/programs-of-study,0.7
Government of Alberta,RELATED_TO,action plan,Government of Alberta related to action plan,https://www.alberta.ca/programs-of-study,0.7
Government of Alberta,PROVIDES,vehicle registration,Government of Alberta provides vehicle registration,https://www.alberta.ca/programs-of-study,0.7
Government of Alberta,PROVIDES,Elder abuse,Government of Alberta provides Elder abuse,https://www.alberta.ca/programs-of-study,0.7
Government of Alberta,PROVIDES,Child care,Government of Alberta provides Child care,https://www.alberta.ca/programs-of-study,0.7
Government of Alberta,MANAGES,Foster and kinship care,Government of Alberta manages Foster and kinship care,https://www.alberta.ca/fr/school-construction-accelerator-program,0.7
Government of Alberta,RELATED_TO,Alberta government services and information you need,Government of Alberta related to Alberta government services and information you need,https://www.alberta.ca/fr/school-construction-accelerator-program,0.7
Government of Alberta,RELATED_TO,Alberta jobs,Government of Alberta related to Alberta jobs,https://www.alberta.ca/fr/school-construction-accelerator-program,0.7
Government of Alberta,RELATED_TO,Alberta initiatives and action plans,Government of Alberta related to Alberta initiatives and action plans,https://www.alberta.ca/fr/school-construction-accelerator-program,0.7
Government of Alberta,RELATED_TO,Government act,Government of Alberta related to Government act,https://www.alberta.ca/fr/school-construction-accelerator-program,0.7
Government of Alberta,RELATED_TO,and act,Government of Alberta related to and act,https://www.alberta.ca/fr/school-construction-accelerator-program,0.7
Government of Alberta,RELATED_TO,action plan,Government of Alberta related to action plan,https://www.alberta.ca/fr/school-construction-accelerator-program,0.7
Government of Alberta,PROVIDES,vehicle registration,Government of Alberta provides vehicle registration,https://www.alberta.ca/fr/school-construction-accelerator-program,0.7
Government of Alberta,PROVIDES,Elder abuse,Government of Alberta provides Elder abuse,https://www.alberta.ca/fr/school-construction-accelerator-program,0.7
Government of Alberta,PROVIDES,Child care,Government of Alberta provides Child care,https://www.alberta.ca/fr/school-construction-accelerator-program,0.7
Government of Alberta,RELATED_TO,2025,Government of Alberta related to 2025,https://www.alberta.ca/fr/school-construction-accelerator-program,0.7
Government of Alberta,MANAGES,Foster and kinship care,Government of Alberta manages Foster and kinship care,https://www.alberta.ca/community-adult-learning-program-policy-and-resources,0.7
Government of Alberta,RELATED_TO,Alberta government services and information you need,Government of Alberta related to Alberta government services and information you need,https://www.alberta.ca/community-adult-learning-program-policy-and-resources,0.7
Government of Alberta,RELATED_TO,Alberta jobs,Government of Alberta related to Alberta jobs,https://www.alberta.ca/community-adult-learning-program-policy-and-resources,0.7
Government of Alberta,RELATED_TO,Alberta initiatives and action plans,Government of Alberta related to Alberta initiatives and action plans,https://www.alberta.ca/community-adult-learning-program-policy-and-resources,0.7
Government of Alberta,RELATED_TO,Government act,Government of Alberta related to Government act,https://www.alberta.ca/community-adult-learning-program-policy-and-resources,0.7
Government of Alberta,RELATED_TO,and act,Government of Alberta related to and act,https://www.alberta.ca/community-adult-learning-program-policy-and-resources,0.7
Government of Alberta,RELATED_TO,action plan,Government of Alberta related to action plan,https://www.alberta.ca/community-adult-learning-program-policy-and-resources,0.7
Government of Alberta,PROVIDES,vehicle registration,Government of Alberta provides vehicle registration,https://www.alberta.ca/community-adult-learning-program-policy-and-resources,0.7
Government of Alberta,PROVIDES,Elder abuse,Government of Alberta provides Elder abuse,https://www.alberta.ca/community-adult-learning-program-policy-and-resources,0.7
Government of Alberta,PROVIDES,Child care,Government of Alberta provides Child care,https://www.alberta.ca/community-adult-learning-program-policy-and-resources,0.7
Government of Alberta,MANAGES,Foster and kinship care,Government of Alberta manages Foster and kinship care,https://www.alberta.ca/community-adult-learning-program-overview,0.7
Government of Alberta,RELATED_TO,Alberta government services and information you need,Government of Alberta related to Alberta government services and information you need,https://www.alberta.ca/community-adult-learning-program-overview,0.7
Government of Alberta,RELATED_TO,Alberta jobs,Government of Alberta related to Alberta jobs,https://www.alberta.ca/community-adult-learning-program-overview,0.7
Government of Alberta,RELATED_TO,Alberta initiatives and action plans,Government of Alberta related to Alberta initiatives and action plans,https://www.alberta.ca/community-adult-learning-program-overview,0.7
Government of Alberta,RELATED_TO,Government act,Government of Alberta related to Government act,https://www.alberta.ca/community-adult-learning-program-overview,0.7
Government of Alberta,RELATED_TO,and act,Government of Alberta related to and act,https://www.alberta.ca/community-adult-learning-program-overview,0.7
Government of Alberta,RELATED_TO,action plan,Government of Alberta related to action plan,https://www.alberta.ca/community-adult-learning-program-overview,0.7
Government of Alberta,PROVIDES,vehicle registration,Government of Alberta provides vehicle registration,https://www.alberta.ca/community-adult-learning-program-overview,0.7
Government of Alberta,PROVIDES,Elder abuse,Government of Alberta provides Elder abuse,https://www.alberta.ca/community-adult-learning-program-overview,0.7
Government of Alberta,PROVIDES,Child care,Government of Alberta provides Child care,https://www.alberta.ca/community-adult-learning-program-overview,0.7
Government of Alberta,MANAGES,Foster and kinship care,Government of Alberta manages Foster and kinship care,https://www.alberta.ca/open-government-program,0.7
Government of Alberta,RELATED_TO,Alberta government services and information you need,Government of Alberta related to Alberta government services and information you need,https://www.alberta.ca/open-government-program,0.7
Government of Alberta,RELATED_TO,Alberta jobs,Government of Alberta related to Alberta jobs,https://www.alberta.ca/open-government-program,0.7
Government of Alberta,RELATED_TO,Alberta initiatives and action plans,Government of Alberta related to Alberta initiatives and action plans,https://www.alberta.ca/open-government-program,0.7
Government of Alberta,RELATED_TO,Government act,Government of Alberta related to Government act,https://www.alberta.ca/open-government-program,0.7
Government of Alberta,RELATED_TO,and act,Government of Alberta related to and act,https://www.alberta.ca/open-government-program,0.7
Government of Alberta,RELATED_TO,action plan,Government of Alberta related to action plan,https://www.alberta.ca/open-government-program,0.7
Government of Alberta,PROVIDES,vehicle registration,Government of Alberta provides vehicle registration,https://www.alberta.ca/open-government-program,0.7
Government of Alberta,PROVIDES,Elder abuse,Government of Alberta provides Elder abuse,https://www.alberta.ca/open-government-program,0.7
Government of Alberta,PROVIDES,Child care,Government of Alberta provides Child care,https://www.alberta.ca/open-government-program,0.7
Government of Alberta,MANAGES,Foster and kinship care,Government of Alberta manages Foster and kinship care,https://www.alberta.ca/community-adult-learning-program,0.7
Government of Alberta,RELATED_TO,Alberta government services and information you need,Government of Alberta related to Alberta government services and information you need,https://www.alberta.ca/community-adult-learning-program,0.7
Government of Alberta,RELATED_TO,Alberta jobs,Government of Alberta related to Alberta jobs,https://www.alberta.ca/community-adult-learning-program,0.7
Government of Alberta,RELATED_TO,Alberta initiatives and action plans,Government of Alberta related to Alberta initiatives and action plans,https://www.alberta.ca/community-adult-learning-program,0.7
Government of Alberta,RELATED_TO,Government act,Government of Alberta related to Government act,https://www.alberta.ca/community-adult-learning-program,0.7
Government of Alberta,RELATED_TO,and act,Government of Alberta related to and act,https://www.alberta.ca/community-adult-learning-program,0.7
Government of Alberta,RELATED_TO,action plan,Government of Alberta related to action plan,https://www.alberta.ca/community-adult-learning-program,0.7
Government of Alberta,PROVIDES,vehicle registration,Government of Alberta provides vehicle registration,https://www.alberta.ca/community-adult-learning-program,0.7
Government of Alberta,PROVIDES,Elder abuse,Government of Alberta provides Elder abuse,https://www.alberta.ca/community-adult-learning-program,0.7
Government of Alberta,PROVIDES,Child care,Government of Alberta provides Child care,https://www.alberta.ca/community-adult-learning-program,0.7
Government of Alberta,MANAGES,Foster and kinship care,Government of Alberta manages Foster and kinship care,https://www.alberta.ca/ministers-seniors-service-awards,0.7
Government of Alberta,RELATED_TO,Alberta government services and information you need,Government of Alberta related to Alberta government services and information you need,https://www.alberta.ca/ministers-seniors-service-awards,0.7
Government of Alberta,RELATED_TO,Alberta jobs,Government of Alberta related to Alberta jobs,https://www.alberta.ca/ministers-seniors-service-awards,0.7
Government of Alberta,RELATED_TO,Alberta initiatives and action plans,Government of Alberta related to Alberta initiatives and action plans,https://www.alberta.ca/ministers-seniors-service-awards,0.7
Government of Alberta,RELATED_TO,Government act,Government of Alberta related to Government act,https://www.alberta.ca/ministers-seniors-service-awards,0.7
Government of Alberta,RELATED_TO,and act,Government of Alberta related to and act,https://www.alberta.ca/ministers-seniors-service-awards,0.7
Government of Alberta,RELATED_TO,action plan,Government of Alberta related to action plan,https://www.alberta.ca/ministers-seniors-service-awards,0.7
Government of Alberta,PROVIDES,vehicle registration,Government of Alberta provides vehicle registration,https://www.alberta.ca/ministers-seniors-service-awards,0.7
Government of Alberta,PROVIDES,Elder abuse,Government of Alberta provides Elder abuse,https://www.alberta.ca/ministers-seniors-service-awards,0.7
Government of Alberta,PROVIDES,Elder Abuse,Government of Alberta provides Elder Abuse,https://www.alberta.ca/ministers-seniors-service-awards,0.7
Government of Alberta,PROVIDES,elder abuse,Government of Alberta provides elder abuse,https://www.alberta.ca/ministers-seniors-service-awards,0.7
Government of Alberta,PROVIDES,Child care,Government of Alberta provides Child care,https://www.alberta.ca/ministers-seniors-service-awards,0.7
Government of Alberta,MANAGES,Foster and kinship care,Government of Alberta manages Foster and kinship care,https://www.alberta.ca/all-services,0.7
Government of Alberta,RELATED_TO,Alberta government services and information you need,Government of Alberta related to Alberta government services and information you need,https://www.alberta.ca/all-services,0.7
Government of Alberta,RELATED_TO,Alberta jobs,Government of Alberta related to Alberta jobs,https://www.alberta.ca/all-services,0.7
Government of Alberta,RELATED_TO,Alberta initiatives and action plans,Government of Alberta related to Alberta initiatives and action plans,https://www.alberta.ca/all-services,0.7
Government of Alberta,RELATED_TO,Government act,Government of Alberta related to Government act,https://www.alberta.ca/all-services,0.7
Government of Alberta,RELATED_TO,and act,Government of Alberta related to and act,https://www.alberta.ca/all-services,0.7
Government of Alberta,RELATED_TO,action plan,Government of Alberta related to action plan,https://www.alberta.ca/all-services,0.7
Government of Alberta,PROVIDES,vehicle registration,Government of Alberta provides vehicle registration,https://www.alberta.ca/all-services,0.7
Government of Alberta,PROVIDES,Elder abuse,Government of Alberta provides Elder abuse,https://www.alberta.ca/all-services,0.7
Government of Alberta,PROVIDES,Child care,Government of Alberta provides Child care,https://www.alberta.ca/all-services,0.7
Government of Alberta,MANAGES,Foster and kinship care,Government of Alberta manages Foster and kinship care,https://www.alberta.ca/budget-documents,0.7
Government of Alberta,RELATED_TO,Alberta government services and information you need,Government of Alberta related to Alberta government services and information you need,https://www.alberta.ca/budget-documents,0.7
Government of Alberta,RELATED_TO,Alberta jobs,Government of Alberta related to Alberta jobs,https://www.alberta.ca/budget-documents,0.7
Government of Alberta,RELATED_TO,Alberta initiatives and action plans,Government of Alberta related to Alberta initiatives and action plans,https://www.alberta.ca/budget-documents,0.7
Government of Alberta,RELATED_TO,Government act,Government of Alberta related to Government act,https://www.alberta.ca/budget-documents,0.7
Government of Alberta,RELATED_TO,and act,Government of Alberta related to and act,https://www.alberta.ca/budget-documents,0.7
Government of Alberta,RELATED_TO,action plan,Government of Alberta related to action plan,https://www.alberta.ca/budget-documents,0.7
Government of Alberta,PROVIDES,vehicle registration,Government of Alberta provides vehicle registration,https://www.alberta.ca/budget-documents,0.7
Government of Alberta,PROVIDES,Elder abuse,Government of Alberta provides Elder abuse,https://www.alberta.ca/budget-documents,0.7
Government of Alberta,PROVIDES,Child care,Government of Alberta provides Child care,https://www.alberta.ca/budget-documents,0.7
Government of Alberta,RELATED_TO,2025,Government of Alberta related to 2025,https://www.alberta.ca/budget-documents,0.7
Government of Alberta,MANAGES,Foster and kinship care,Government of Alberta manages Foster and kinship care,https://www.alberta.ca/post-secondary-program-standards-oversight,0.7
Government of Alberta,RELATED_TO,Alberta government services and information you need,Government of Alberta related to Alberta government services and information you need,https://www.alberta.ca/post-secondary-program-standards-oversight,0.7
Government of Alberta,RELATED_TO,Alberta jobs,Government of Alberta related to Alberta jobs,https://www.alberta.ca/post-secondary-program-standards-oversight,0.7
Government of Alberta,RELATED_TO,Alberta initiatives and action plans,Government of Alberta related to Alberta initiatives and action plans,https://www.alberta.ca/post-secondary-program-standards-oversight,0.7
Government of Alberta,RELATED_TO,Government act,Government of Alberta related to Government act,https://www.alberta.ca/post-secondary-program-standards-oversight,0.7
Government of Alberta,RELATED_TO,and act,Government of Alberta related to and act,https://www.alberta.ca/post-secondary-program-standards-oversight,0.7
Government of Alberta,RELATED_TO,action plan,Government of Alberta related to action plan,https://www.alberta.ca/post-secondary-program-standards-oversight,0.7
Government of Alberta,PROVIDES,vehicle registration,Government of Alberta provides vehicle registration,https://www.alberta.ca/post-secondary-program-standards-oversight,0.7
Government of Alberta,PROVIDES,Elder abuse,Government of Alberta provides Elder abuse,https://www.alberta.ca/post-secondary-program-standards-oversight,0.7
Government of Alberta,PROVIDES,Child care,Government of Alberta provides Child care,https://www.alberta.ca/post-secondary-program-standards-oversight,0.7
Government of Alberta,MANAGES,Foster and kinship care,Government of Alberta manages Foster and kinship care,https://www.alberta.ca/sport-participation-support-program,0.7
Government of Alberta,RELATED_TO,Alberta government services and information you need,Government of Alberta related to Alberta government services and information you need,https://www.alberta.ca/sport-participation-support-program,0.7
Government of Alberta,RELATED_TO,Alberta jobs,Government of Alberta related to Alberta jobs,https://www.alberta.ca/sport-participation-support-program,0.7
Government of Alberta,RELATED_TO,Alberta initiatives and action plans,Government of Alberta related to Alberta initiatives and action plans,https://www.alberta.ca/sport-participation-support-program,0.7
Government of Alberta,RELATED_TO,Government act,Government of Alberta related to Government act,https://www.alberta.ca/sport-participation-support-program,0.7
Government of Alberta,RELATED_TO,and act,Government of Alberta related to and act,https://www.alberta.ca/sport-participation-support-program,0.7
Government of Alberta,RELATED_TO,action plan,Government of Alberta related to action plan,https://www.alberta.ca/sport-participation-support-program,0.7
Government of Alberta,PROVIDES,vehicle registration,Government of Alberta provides vehicle registration,https://www.alberta.ca/sport-participation-support-program,0.7
Government of Alberta,PROVIDES,Elder abuse,Government of Alberta provides Elder abuse,https://www.alberta.ca/sport-participation-support-program,0.7
Government of Alberta,PROVIDES,Child care,Government of Alberta provides Child care,https://www.alberta.ca/sport-participation-support-program,0.7
Government of Alberta,MANAGES,Foster and kinship care,Government of Alberta manages Foster and kinship care,https://www.alberta.ca/major-sport-event-grant-program,0.7
Government of Alberta,RELATED_TO,Alberta government services and information you need,Government of Alberta related to Alberta government services and information you need,https://www.alberta.ca/major-sport-event-grant-program,0.7
Government of Alberta,RELATED_TO,Alberta jobs,Government of Alberta related to Alberta jobs,https://www.alberta.ca/major-sport-event-grant-program,0.7
Government of Alberta,RELATED_TO,Alberta initiatives and action plans,Government of Alberta related to Alberta initiatives and action plans,https://www.alberta.ca/major-sport-event-grant-program,0.7
Government of Alberta,RELATED_TO,Government act,Government of Alberta related to Government act,https://www.alberta.ca/major-sport-event-grant-program,0.7
Government of Alberta,RELATED_TO,and act,Government of Alberta related to and act,https://www.alberta.ca/major-sport-event-grant-program,0.7
Government of Alberta,RELATED_TO,action plan,Government of Alberta related to action plan,https://www.alberta.ca/major-sport-event-grant-program,0.7
Government of Alberta,PROVIDES,vehicle registration,Government of Alberta provides vehicle registration,https://www.alberta.ca/major-sport-event-grant-program,0.7
Government of Alberta,PROVIDES,Elder abuse,Government of Alberta provides Elder abuse,https://www.alberta.ca/major-sport-event-grant-program,0.7
Government of Alberta,PROVIDES,Child care,Government of Alberta provides Child care,https://www.alberta.ca/major-sport-event-grant-program,0.7
Government of Alberta,MANAGES,Foster and kinship care,Government of Alberta manages Foster and kinship care,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Government of Alberta,RELATED_TO,Alberta government services and information you need,Government of Alberta related to Alberta government services and information you need,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Government of Alberta,RELATED_TO,Alberta jobs,Government of Alberta related to Alberta jobs,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Government of Alberta,RELATED_TO,Alberta initiatives and action plans,Government of Alberta related to Alberta initiatives and action plans,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Government of Alberta,RELATED_TO,Government act,Government of Alberta related to Government act,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Government of Alberta,RELATED_TO,and act,Government of Alberta related to and act,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Government of Alberta,RELATED_TO,action plan,Government of Alberta related to action plan,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Government of Alberta,PROVIDES,vehicle registration,Government of Alberta provides vehicle registration,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Government of Alberta,PROVIDES,Elder abuse,Government of Alberta provides Elder abuse,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Government of Alberta,PROVIDES,Child care,Government of Alberta provides Child care,https://www.alberta.ca/sport-physical-activity-and-recreation-stakeholder-services,0.7
Government of Alberta,MANAGES,Foster and kinship care,Government of Alberta manages Foster and kinship care,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Government of Alberta,RELATED_TO,Alberta government services and information you need,Government of Alberta related to Alberta government services and information you need,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Government of Alberta,RELATED_TO,Alberta jobs,Government of Alberta related to Alberta jobs,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Government of Alberta,RELATED_TO,Alberta initiatives and action plans,Government of Alberta related to Alberta initiatives and action plans,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Government of Alberta,RELATED_TO,Government act,Government of Alberta related to Government act,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Government of Alberta,RELATED_TO,and act,Government of Alberta related to and act,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Government of Alberta,RELATED_TO,action plan,Government of Alberta related to action plan,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Government of Alberta,PROVIDES,vehicle registration,Government of Alberta provides vehicle registration,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Government of Alberta,PROVIDES,Elder abuse,Government of Alberta provides Elder abuse,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
Government of Alberta,PROVIDES,Child care,Government of Alberta provides Child care,https://www.alberta.ca/sport-physical-activity-and-recreation-award-programs,0.7
