e.name,e.type,e.description,e.source_document,e.ministry,e.confidence
Employment Services program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
Commercial Driver Program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
to Finance Program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
administration training program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
Construction Careers Program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
Training Hybrid program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
some program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
confirm program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
Employment Program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
This program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
Training program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
this program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
exciting program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
The program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
centered program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
week program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
Bridging Program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
Shuttle Program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
that program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
hybrid program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
SE program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
led program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
Educator Program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
Employment program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
Leap Program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
Fundamentals Program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
Services program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
focused program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
Driver Program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
Finance Program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
PoweringUP program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
Careers Program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
Hybrid program,PROGRAM,"PROGRAM mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
Alberta Supports Centre,ORGANIZATION,"ORGANIZATION mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
Alberta rural communities including,ORGANIZATION,"ORGANIZATION mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
Alberta Indigenous Career Centre,ORGANIZATION,"ORGANIZATION mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
Alberta has the workforce needed for current,ORGANIZATION,"ORGANIZATION mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
Alberta Moving,ORGANIZATION,"ORGANIZATION mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
Alberta become professional Class,ORGANIZATION,"ORGANIZATION mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
Alberta Inc,ORGANIZATION,"ORGANIZATION mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
Alberta delivers comprehensive,ORGANIZATION,"ORGANIZATION mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
Alberta Self,ORGANIZATION,"ORGANIZATION mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
classroom act,POLICY,"POLICY mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
business plan,POLICY,"POLICY mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
financial plan,POLICY,"POLICY mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
edmonton,LOCATION,"LOCATION mentioned in Jobs, Economy, Trade and Immigration documents",https://www.alberta.ca/training-and-employment-services-directory,"Jobs, Economy, Trade and Immigration",0.8
and support program,PROGRAM,PROGRAM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
Depository Library program,PROGRAM,PROGRAM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
Library program,PROGRAM,PROGRAM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
Alberta government budget documents,ORGANIZATION,ORGANIZATION mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
Alberta future,ORGANIZATION,ORGANIZATION mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
Alberta Annual Reports,ORGANIZATION,ORGANIZATION mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
Alberta for stability,ORGANIZATION,ORGANIZATION mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
Alberta for future,ORGANIZATION,ORGANIZATION mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
Alberta Jobs Plan supports families,ORGANIZATION,ORGANIZATION mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
Alberta focused on fiscal restraint,ORGANIZATION,ORGANIZATION mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
Alberta balances budget,ORGANIZATION,ORGANIZATION mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
Alberta government achieves third quarter surplus,ORGANIZATION,ORGANIZATION mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
Alberta keeps finances on track as province rebuilds,ORGANIZATION,ORGANIZATION mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
Alberta among the best places to live,ORGANIZATION,ORGANIZATION mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
Alberta Even Better,ORGANIZATION,ORGANIZATION mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
Alberta Together,ORGANIZATION,ORGANIZATION mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
Alberta Depository Library program,ORGANIZATION,ORGANIZATION mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
Alberta business plans,ORGANIZATION,ORGANIZATION mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
Alberta annual reports,ORGANIZATION,ORGANIZATION mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
Appropriation Act,POLICY,POLICY mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
taking act,POLICY,POLICY mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
Fiscal Plan,POLICY,POLICY mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
Business Plan,POLICY,POLICY mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
Strategic Plan,POLICY,POLICY mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
Capital Plan,POLICY,POLICY mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
Tax Plan,POLICY,POLICY mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
responsible plan,POLICY,POLICY mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
Recovery Plan,POLICY,POLICY mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
Jobs Plan,POLICY,POLICY mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
Solid plan,POLICY,POLICY mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
Right Plan,POLICY,POLICY mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
Bold Plan,POLICY,POLICY mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
2025,BUDGET_ITEM,BUDGET_ITEM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
2024,BUDGET_ITEM,BUDGET_ITEM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
2023,BUDGET_ITEM,BUDGET_ITEM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
2022,BUDGET_ITEM,BUDGET_ITEM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
2021,BUDGET_ITEM,BUDGET_ITEM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
2020,BUDGET_ITEM,BUDGET_ITEM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
2019,BUDGET_ITEM,BUDGET_ITEM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
2018,BUDGET_ITEM,BUDGET_ITEM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
2017,BUDGET_ITEM,BUDGET_ITEM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
2016,BUDGET_ITEM,BUDGET_ITEM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
2015,BUDGET_ITEM,BUDGET_ITEM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
2014,BUDGET_ITEM,BUDGET_ITEM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
2013,BUDGET_ITEM,BUDGET_ITEM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
2012,BUDGET_ITEM,BUDGET_ITEM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
2011,BUDGET_ITEM,BUDGET_ITEM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
2010,BUDGET_ITEM,BUDGET_ITEM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
2009,BUDGET_ITEM,BUDGET_ITEM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
2008,BUDGET_ITEM,BUDGET_ITEM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
2007,BUDGET_ITEM,BUDGET_ITEM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
2006,BUDGET_ITEM,BUDGET_ITEM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
2005,BUDGET_ITEM,BUDGET_ITEM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
2004,BUDGET_ITEM,BUDGET_ITEM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
2003,BUDGET_ITEM,BUDGET_ITEM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
2002,BUDGET_ITEM,BUDGET_ITEM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
2001,BUDGET_ITEM,BUDGET_ITEM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
2000,BUDGET_ITEM,BUDGET_ITEM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
1999,BUDGET_ITEM,BUDGET_ITEM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
1998,BUDGET_ITEM,BUDGET_ITEM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
1997,BUDGET_ITEM,BUDGET_ITEM mentioned in Education and Childcare documents,https://www.alberta.ca/budget-documents.aspx,Education and Childcare,0.8
curriculum and program,PROGRAM,PROGRAM mentioned in Education and Childcare documents,https://www.alberta.ca/fr/programs-of-study,Education and Childcare,0.8
cartes des program,PROGRAM,PROGRAM mentioned in Education and Childcare documents,https://www.alberta.ca/fr/programs-of-study,Education and Childcare,0.8
and program,PROGRAM,PROGRAM mentioned in Education and Childcare documents,https://www.alberta.ca/fr/programs-of-study,Education and Childcare,0.8
des program,PROGRAM,PROGRAM mentioned in Education and Childcare documents,https://www.alberta.ca/fr/programs-of-study,Education and Childcare,0.8
Alberta M,ORGANIZATION,ORGANIZATION mentioned in Education and Childcare documents,https://www.alberta.ca/fr/programs-of-study,Education and Childcare,0.8
Alberta et les renseignements connexes,ORGANIZATION,ORGANIZATION mentioned in Education and Childcare documents,https://www.alberta.ca/fr/programs-of-study,Education and Childcare,0.8
development and program,PROGRAM,PROGRAM mentioned in Education and Childcare documents,https://www.alberta.ca/k-12-curriculum-programs-of-study,Education and Childcare,0.8
Alberta Parents,ORGANIZATION,ORGANIZATION mentioned in Education and Childcare documents,https://www.alberta.ca/k-12-curriculum-programs-of-study,Education and Childcare,0.8
to plan,POLICY,POLICY mentioned in Education and Childcare documents,https://www.alberta.ca/k-12-curriculum-programs-of-study,Education and Childcare,0.8
Construction Accelerator Program,PROGRAM,PROGRAM mentioned in Education and Childcare documents,https://www.alberta.ca/school-construction-accelerator-program,Education and Childcare,0.8
With this program,PROGRAM,PROGRAM mentioned in Education and Childcare documents,https://www.alberta.ca/school-construction-accelerator-program,Education and Childcare,0.8
modular classroom program,PROGRAM,PROGRAM mentioned in Education and Childcare documents,https://www.alberta.ca/school-construction-accelerator-program,Education and Childcare,0.8
of the program,PROGRAM,PROGRAM mentioned in Education and Childcare documents,https://www.alberta.ca/school-construction-accelerator-program,Education and Childcare,0.8
Accelerator Program,PROGRAM,PROGRAM mentioned in Education and Childcare documents,https://www.alberta.ca/school-construction-accelerator-program,Education and Childcare,0.8
classroom program,PROGRAM,PROGRAM mentioned in Education and Childcare documents,https://www.alberta.ca/school-construction-accelerator-program,Education and Childcare,0.8
Alberta students and families,ORGANIZATION,ORGANIZATION mentioned in Education and Childcare documents,https://www.alberta.ca/school-construction-accelerator-program,Education and Childcare,0.8
Alberta students,ORGANIZATION,ORGANIZATION mentioned in Education and Childcare documents,https://www.alberta.ca/school-construction-accelerator-program,Education and Childcare,0.8
Alberta Classical Academy Ltd,ORGANIZATION,ORGANIZATION mentioned in Education and Childcare documents,https://www.alberta.ca/school-construction-accelerator-program,Education and Childcare,0.8
about plan,POLICY,POLICY mentioned in Education and Childcare documents,https://www.alberta.ca/school-construction-accelerator-program,Education and Childcare,0.8
Avec ce program,PROGRAM,PROGRAM mentioned in Education and Childcare documents,https://www.alberta.ca/fr/school-construction-accelerator-program,Education and Childcare,0.8
Engagement du program,PROGRAM,PROGRAM mentioned in Education and Childcare documents,https://www.alberta.ca/fr/school-construction-accelerator-program,Education and Childcare,0.8
largissant le program,PROGRAM,PROGRAM mentioned in Education and Childcare documents,https://www.alberta.ca/fr/school-construction-accelerator-program,Education and Childcare,0.8
de ce program,PROGRAM,PROGRAM mentioned in Education and Childcare documents,https://www.alberta.ca/fr/school-construction-accelerator-program,Education and Childcare,0.8
le Program,PROGRAM,PROGRAM mentioned in Education and Childcare documents,https://www.alberta.ca/fr/school-construction-accelerator-program,Education and Childcare,0.8
ce program,PROGRAM,PROGRAM mentioned in Education and Childcare documents,https://www.alberta.ca/fr/school-construction-accelerator-program,Education and Childcare,0.8
du program,PROGRAM,PROGRAM mentioned in Education and Childcare documents,https://www.alberta.ca/fr/school-construction-accelerator-program,Education and Childcare,0.8
le program,PROGRAM,PROGRAM mentioned in Education and Childcare documents,https://www.alberta.ca/fr/school-construction-accelerator-program,Education and Childcare,0.8
Alberta construira et modernisera plus de,ORGANIZATION,ORGANIZATION mentioned in Education and Childcare documents,https://www.alberta.ca/fr/school-construction-accelerator-program,Education and Childcare,0.8
coles act,POLICY,POLICY mentioned in Education and Childcare documents,https://www.alberta.ca/fr/school-construction-accelerator-program,Education and Childcare,0.8
la plan,POLICY,POLICY mentioned in Education and Childcare documents,https://www.alberta.ca/fr/school-construction-accelerator-program,Education and Childcare,0.8
and deliver program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/community-adult-learning-program-policy-and-resources,Advanced Education,0.8
deliver program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/community-adult-learning-program-policy-and-resources,Advanced Education,0.8
CALP policy,POLICY,POLICY mentioned in Advanced Education documents,https://www.alberta.ca/community-adult-learning-program-policy-and-resources,Advanced Education,0.8
Program policy,POLICY,POLICY mentioned in Advanced Education documents,https://www.alberta.ca/community-adult-learning-program-policy-and-resources,Advanced Education,0.8
CALP Policy,POLICY,POLICY mentioned in Advanced Education documents,https://www.alberta.ca/community-adult-learning-program-policy-and-resources,Advanced Education,0.8
Adult learning program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/community-adult-learning-program-overview,Advanced Education,0.8
from the Program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/community-adult-learning-program-overview,Advanced Education,0.8
learning program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/community-adult-learning-program-overview,Advanced Education,0.8
the Program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/community-adult-learning-program-overview,Advanced Education,0.8
Community Adult learning program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/community-adult-learning-program-overview,Advanced Education,0.8
calgary,LOCATION,LOCATION mentioned in Advanced Education documents,https://www.alberta.ca/community-adult-learning-program-overview,Advanced Education,0.8
Open Government Program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/open-government-program,Advanced Education,0.8
Open Government program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/open-government-program,Advanced Education,0.8
Government Program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/open-government-program,Advanced Education,0.8
Government program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/open-government-program,Advanced Education,0.8
Alberta government datasets,ORGANIZATION,ORGANIZATION mentioned in Advanced Education documents,https://www.alberta.ca/open-government-program,Advanced Education,0.8
Alberta government works,ORGANIZATION,ORGANIZATION mentioned in Advanced Education documents,https://www.alberta.ca/open-government-program,Advanced Education,0.8
Alberta government publications and other information products,ORGANIZATION,ORGANIZATION mentioned in Advanced Education documents,https://www.alberta.ca/open-government-program,Advanced Education,0.8
Alberta government data visualizations such as interactive maps,ORGANIZATION,ORGANIZATION mentioned in Advanced Education documents,https://www.alberta.ca/open-government-program,Advanced Education,0.8
Alberta government data and publications,ORGANIZATION,ORGANIZATION mentioned in Advanced Education documents,https://www.alberta.ca/open-government-program,Advanced Education,0.8
Data policy,POLICY,POLICY mentioned in Advanced Education documents,https://www.alberta.ca/open-government-program,Advanced Education,0.8
Adult Learning program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/community-adult-learning-program,Advanced Education,0.8
Learning program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/community-adult-learning-program,Advanced Education,0.8
Community Adult Learning program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/community-adult-learning-program,Advanced Education,0.8
home supports program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
harm reduction program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
and award program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
based arts program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
range of program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
affirm the program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
memory care program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
intergenerational art program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
organizes educational program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
Create program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
supports program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
reduction program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
award program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
arts program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
of program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
care program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
art program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
educational program,PROGRAM,PROGRAM mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
Alberta business or corporation that exhibits excellence in innovation or philanthropy in support of Alberta,ORGANIZATION,ORGANIZATION mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
Alberta non,ORGANIZATION,ORGANIZATION mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
Alberta and beyond,ORGANIZATION,ORGANIZATION mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
Alberta seniors across multiple sectors stands as a testament to over four decades of quiet activism,ORGANIZATION,ORGANIZATION mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
Alberta and NWT,ORGANIZATION,ORGANIZATION mentioned in Advanced Education documents,https://www.alberta.ca/ministers-seniors-service-awards,Advanced Education,0.8
