title,url,ministry,source_page,context,file_type
Health,https://open.alberta.ca/dataset/4bb6bc99-ab59-47fd-a633-dfc27d7a049e/resource/7acc0ad0-bf1b-45dd-9a41-c64f3d85db04/download/Annual-Report-2017-Health.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Health...,pdf
Indigenous Relations,https://open.alberta.ca/dataset/1b41f6c4-cbbb-43d9-9879-17f33a22f8bf/resource/da4882f2-d22a-472a-b9cc-21d2ebc95d97/download/IR-2016-17-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Indigenous Relations...,pdf
Infrastructure,https://open.alberta.ca/dataset/9edb9308-f08e-4db5-aa00-6ca95eac3045/resource/3ff0ddf3-30da-4c65-9654-1e0e09ff5fe3/download/Infrastructure-AR-2016-17.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Infrastructure...,pdf
Justice and Solicitor General,https://open.alberta.ca/dataset/a78bb4dd-3eb5-46f1-ad45-169ae9907bde/resource/9a29d4a4-27ce-49c9-8033-dbe1a5646b4d/download/2016-17-Annual-Report-JSG.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Justice and Solicitor General...,pdf
Labour,https://open.alberta.ca/dataset/2545eb86-75f5-4fc9-b211-176e1ef38ac4/resource/7181662c-5108-44cf-9d7a-5d5f89821649/download/2016-17-Labour-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Labour...,pdf
Municipal Affairs,https://open.alberta.ca/dataset/2c12785f-b426-44dc-aea5-f4be2e8f97ec/resource/15d144d9-65fd-4b63-b4b9-f338369a89fa/download/MA-16-17Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Municipal Affairs...,pdf
Seniors and Housing,https://open.alberta.ca/dataset/5e26add6-8c5c-4404-9ae8-c65bd7985038/resource/e222fd75-7a84-48c0-b2d3-b45aea8aa8dc/download/Srs-and-Housing-2016-17-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Seniors and Housing...,pdf
Service Alberta,https://open.alberta.ca/dataset/6fcc9d22-0af9-4099-a571-b44cae036cc3/resource/f85f68aa-3c06-4bdc-9d9d-9c45ce3144c9/download/2016-17-SA-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Service Alberta...,pdf
Status of Women,https://open.alberta.ca/dataset/723a2178-45b3-4280-b2bc-506dec99c300/resource/efbbf26d-2075-4410-ac48-017aca6a3caa/download/Status-of-Women-annual-report-2016-17.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Status of Women...,pdf
Transportation,https://open.alberta.ca/dataset/d24ecf3f-d15a-4e41-b090-9e1a4c85949a/resource/2851251e-5d38-43d8-9132-13aeed840278/download/Transportation-Annual-Report-2016-17.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Transportation...,pdf
Treasury Board and Finance,https://open.alberta.ca/dataset/5a03321d-01b4-4d20-a47d-098c0b67d88b/resource/a809f1c7-921a-4848-9e51-ba0450204730/download/2016-17-TBF-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Treasury Board and Finance(includes Public Service Commission)...,pdf
Government of Alberta Annual Report,https://open.alberta.ca/dataset/7714457c-7527-443a-a7db-dd8c1c8ead86/resource/b7d016f8-1c5a-4724-85d4-b834c343f062/download/goa-2015-16-annual-report-complete.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Government of Alberta Annual Report...,pdf
Advanced Education,https://open.alberta.ca/dataset/9c785a4b-e79a-465b-8fa9-322a322f1f15/resource/50a8d120-ec7e-4a5c-a1c7-b770efe4e20e/download/ae-annual-report-2015-16.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Advanced Education...,pdf
Agriculture and Forestry,https://open.alberta.ca/dataset/3bd2d2b9-6ccd-4d8d-a8a2-a5c15da00c2a/resource/6bec314a-0837-480e-bc34-1ef4126397da/download/af-2015-16-annual-report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Agriculture and Forestry...,pdf
Culture and Tourism,https://open.alberta.ca/dataset/42bc31f3-a760-44e6-b01c-50f97ba83a28/resource/343597dd-8aed-4094-96d4-4d6d08e673f7/download/2015-16-annual-report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Culture and Tourism...,pdf
Economic Development and Trade,https://open.alberta.ca/dataset/ce036ce2-cea1-4e15-86c3-8c2a959f14ac/resource/da308bc3-ab6d-4785-8bb3-1a4ead1c4086/download/EDT-Annual-Report-2015-16-online-version-Mar.10.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Economic Development and Trade...,pdf
Education,https://open.alberta.ca/dataset/8b226e68-1227-4aec-87a5-b573f3bfb062/resource/72ce816b-2a7d-41af-ad4d-f2489187c8fd/download/alberta-education-annual-report-2015-16.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,EducationEducation Annual Report Update(December 2016)Performance Measures Summary Table...,pdf
Education Annual Report Update,https://open.alberta.ca/dataset/8d78df56-9979-457c-9ec2-26e87bd922ed/resource/74cab852-b88c-43d7-8cec-5013ffb5d402/download/alberta-education-annual-report-update-2015-16.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Education Annual Report Update(December 2016)...,pdf
Performance Measures Summary Table,https://open.alberta.ca/dataset/8b226e68-1227-4aec-87a5-b573f3bfb062/resource/4282d499-4cc4-45c7-ba3e-a76c32da9fbf/download/performance-measures-summary-table-2015-16.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Performance Measures Summary Table...,pdf
Energy,https://open.alberta.ca/dataset/cbd7147b-d304-4e3e-af28-78970c71232c/resource/b5a77283-e2c2-4c41-a001-fe6d1c92a00a/download/AR2016.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Energy...,pdf
Environment and Parks,https://open.alberta.ca/dataset/40c2fab1-e757-49f1-b403-e42c0239158a/resource/eb6512a7-277e-435a-84f6-72450d2d1aed/download/AEP-AnnualReport-2015-2016.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Environment and Parks...,pdf
Executive Council (includes Public Affairs Bureau),https://open.alberta.ca/dataset/8053da3c-ef8d-4c05-857e-28b00c17db0e/resource/1aece53d-79bd-47f3-8d31-59ccef8f2992/download/ExecutiveCouncil-AnnualReport2015-16.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Executive Council (includes Public Affairs Bureau)...,pdf
Health,https://open.alberta.ca/dataset/4bb6bc99-ab59-47fd-a633-dfc27d7a049e/resource/2c6aa213-3567-4a28-b34f-56434ea9dcf5/download/Annual-Report-16.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Health...,pdf
Human Services,https://open.alberta.ca/dataset/7d6fcb0d-b924-4b43-becb-24c69a713d7c/resource/3c06b53a-302c-4837-9283-68ee51296c15/download/2015-16-human-services-annual-report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Human Services...,pdf
Indigenous Relations,https://open.alberta.ca/dataset/1b41f6c4-cbbb-43d9-9879-17f33a22f8bf/resource/0553d1d2-7d42-455c-8b67-c6e34062bff1/download/IRAnnualReport-2015-2016.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Indigenous Relations...,pdf
Infrastructure,https://open.alberta.ca/dataset/9edb9308-f08e-4db5-aa00-6ca95eac3045/resource/b8965f46-c3a4-4353-a828-5b862e7c5db1/download/annualreport.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Infrastructure...,pdf
Justice and Solicitor General,https://open.alberta.ca/dataset/a78bb4dd-3eb5-46f1-ad45-169ae9907bde/resource/c743cda6-a6dc-4d0a-9076-9c76df970d67/download/JSGAnnualReport2015-2016.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Justice and Solicitor General...,pdf
Labour,https://open.alberta.ca/dataset/2545eb86-75f5-4fc9-b211-176e1ef38ac4/resource/03b9733b-eb6f-4331-b081-4f2cb0ceec2d/download/2015-16-labour-annual-report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Labour...,pdf
Municipal Affairs,https://open.alberta.ca/dataset/2c12785f-b426-44dc-aea5-f4be2e8f97ec/resource/d91c51c1-964f-4c39-bdc5-8af18b6564d3/download/2015-2016-Municipal-Affairs-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Municipal Affairs...,pdf
Seniors and Housing,https://open.alberta.ca/dataset/5e26add6-8c5c-4404-9ae8-c65bd7985038/resource/51f1b3ae-083c-496d-a77b-b6fbca28a616/download/Annual-Report-2015-16.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Seniors and Housing...,pdf
Service Alberta,https://open.alberta.ca/dataset/6fcc9d22-0af9-4099-a571-b44cae036cc3/resource/fc56aba1-51a9-43bd-bbb5-bb75de3efb19/download/SAAnnualReport15-16.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Service Alberta...,pdf
Status of Women,https://open.alberta.ca/dataset/723a2178-45b3-4280-b2bc-506dec99c300/resource/08d1404c-3614-41dc-9340-c4e39cb2d444/download/Status-of-Women-Annual-Report-2015-16.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Status of Women...,pdf
Transportation,https://open.alberta.ca/dataset/d24ecf3f-d15a-4e41-b090-9e1a4c85949a/resource/074c5f0c-f8f6-43db-ae14-24c1071aa624/download/AnnualReport2015-16.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Transportation...,pdf
Treasury Board and Finance,https://open.alberta.ca/dataset/5a03321d-01b4-4d20-a47d-098c0b67d88b/resource/27921e3c-01ba-4d5f-91ba-83b7815c6a25/download/2015-16-TBF-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Treasury Board and Finance...,pdf
Government of Alberta Annual Report,https://open.alberta.ca/dataset/7714457c-7527-443a-a7db-dd8c1c8ead86/resource/34971dd2-fe67-4ef9-afad-85ba7416125f/download/goa-2014-15-annual-report-complete.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Government of Alberta Annual Report...,pdf
Aboriginal Relations,https://open.alberta.ca/dataset/42bacdfe-3190-4c5d-99b6-1c2ef57a29a9/resource/21f32e8a-ecd5-439f-804a-9116a2a17f28/download/ARAnnualReport-2014-2015.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Aboriginal Relations...,pdf
Agriculture and Rural Development,https://open.alberta.ca/dataset/b36f8f34-1ca0-448b-8777-fe7d3ffebd4e/resource/39d233f9-4137-4803-8a55-ddaadab39fa5/download/6849045-2014-2015-ARD-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Agriculture and Rural Development...,pdf
Culture and Tourism,https://open.alberta.ca/dataset/42bc31f3-a760-44e6-b01c-50f97ba83a28/resource/734150ec-ccef-440a-b5cd-2641ae2012c6/download/2014-15-ct-annual-report-web-version-statements-sept-14-2015.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Culture and Tourism...,pdf
Education,https://open.alberta.ca/dataset/8b226e68-1227-4aec-87a5-b573f3bfb062/resource/54da3056-185a-44c4-a261-9eab9c2f2345/download/6848044-2014-2015-AB-Education-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,EducationEducation Annual Report Update(November 2015)Performance Measures Summary Table...,pdf
Education Annual Report Update,https://open.alberta.ca/dataset/8d78df56-9979-457c-9ec2-26e87bd922ed/resource/e453f5b7-01da-4f13-93b8-620bf9e06f1b/download/2015-annual-report-update.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Education Annual Report Update(November 2015)...,pdf
Performance Measures Summary Table,https://open.alberta.ca/dataset/8b226e68-1227-4aec-87a5-b573f3bfb062/resource/f8b2abd4-d9e1-4b60-ba3f-282efaf30528/download/2014-15-performance-measures-5-year-table.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Performance Measures Summary Table...,pdf
Energy,https://open.alberta.ca/dataset/cbd7147b-d304-4e3e-af28-78970c71232c/resource/bad16c64-6a69-4870-a911-2d46eb8b75ab/download/6847119-2014-2015-Alberta-Energy-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Energy...,pdf
Environment and Sustainable Resource Development,https://open.alberta.ca/dataset/c6d0dec1-4509-4209-9acc-beeb35c95a0d/resource/ed1a768e-2e5d-416c-8aa3-b786ca6f864d/download/ESRD-AnnualReport-2014-2015.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Environment and Sustainable Resource Development...,pdf
Executive Council (includes Public Affairs Bureau),https://open.alberta.ca/dataset/8053da3c-ef8d-4c05-857e-28b00c17db0e/resource/7a707695-db67-4b61-8af5-71b51c7338c9/download/ECAnnualReport2014-15.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Executive Council (includes Public Affairs Bureau)Alberta Public Service Profile...,pdf
Alberta Public Service Profile,https://open.alberta.ca/dataset/8053da3c-ef8d-4c05-857e-28b00c17db0e/resource/e96227d9-e729-499c-acad-35e28f997a4e/download/2014-2015-supplemental-info.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Alberta Public Service Profile...,pdf
Health,https://open.alberta.ca/dataset/4bb6bc99-ab59-47fd-a633-dfc27d7a049e/resource/756c1a57-9945-4c70-a11f-b9234105f406/download/Health-Annual-Report-15.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Health...,pdf
Human Services,https://open.alberta.ca/dataset/7d6fcb0d-b924-4b43-becb-24c69a713d7c/resource/18413f67-206d-4dfc-a245-2e532508edd7/download/2014-15-human-services-annual-report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Human Services...,pdf
Infrastructure,https://open.alberta.ca/dataset/9edb9308-f08e-4db5-aa00-6ca95eac3045/resource/5412f632-6dfe-48de-a579-4c2c3b59ea53/download/2014-15-infrastructure-annualreport.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Infrastructure...,pdf
Innovation and Advanced Education,https://open.alberta.ca/dataset/47af6c36-3d8e-4ed8-984d-375c452bff6e/resource/e9a7852e-4d04-432f-90cb-b8e53acdcfa3/download/iae-annual-report-2014-15.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Innovation and Advanced Education...,pdf
International and Intergovernmental Relations,https://open.alberta.ca/dataset/c7f7dd92-3e8d-4f83-9aaf-62ec6c21ebf2/resource/dfac99db-253f-4d63-9579-48590ec712c7/download/IIRAnnualReport-2014-2015.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,International and Intergovernmental Relations...,pdf
"Jobs, Skills, Training and Labour",https://open.alberta.ca/dataset/d217e496-71f1-4711-ab0d-1701af08197b/resource/4e404702-e87d-4565-b266-ffab6f58b788/download/2014-15-JSTL-annual-report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,"Jobs, Skills, Training and Labour...",pdf
Justice and Solicitor General,https://open.alberta.ca/dataset/a78bb4dd-3eb5-46f1-ad45-169ae9907bde/resource/1495e39d-9bb1-4964-b8c9-9f54e4b5feba/download/JSGAnnualReport2014-2015.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Justice and Solicitor General...,pdf
Municipal Affairs,https://open.alberta.ca/dataset/2c12785f-b426-44dc-aea5-f4be2e8f97ec/resource/6ed9f762-3f97-44eb-9e32-d87487df9925/download/2014-2015-Municipal-Affairs-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Municipal Affairs...,pdf
Seniors,https://open.alberta.ca/dataset/52e86dd9-1f55-4070-8ed6-8f4ac1ccd34b/resource/7e338776-ca7f-4a64-98c0-d0b8cf3c5f64/download/2015AlbertaSeniorsAnnualReport2014-20152015-06-29.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,SeniorsHighlights...,pdf
Highlights,https://open.alberta.ca/dataset/52e86dd9-1f55-4070-8ed6-8f4ac1ccd34b/resource/f9c7c9a5-1831-4d2c-810d-7226ab3cd8be/download/2015AlbertaSeniorsAnnualReport2014-2015Highlights2015-06-23.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Highlights...,pdf
Service Alberta,https://open.alberta.ca/dataset/6fcc9d22-0af9-4099-a571-b44cae036cc3/resource/d84119c8-8bf0-4090-9357-655a8c433214/download/6848617-2014-2015-Service-Alberta-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Service Alberta...,pdf
Transportation,https://open.alberta.ca/dataset/d24ecf3f-d15a-4e41-b090-9e1a4c85949a/resource/cc7fd616-e32a-40e8-af76-27d63c112351/download/GOA.ds.gov.ab.caXenAppProfileDataLouisa.RobisonDownloads2015-AnnualReport2014-15.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Transportation...,pdf
Treasury Board and Finance,https://open.alberta.ca/dataset/5a03321d-01b4-4d20-a47d-098c0b67d88b/resource/d00e0e2c-b0b3-4489-86a7-5c07d39f4d40/download/2014-15-TBF-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Treasury Board and Finance...,pdf
Government of Alberta Annual Report,https://open.alberta.ca/dataset/7714457c-7527-443a-a7db-dd8c1c8ead86/resource/5604f999-fa33-4f77-bff4-1b8a189979e1/download/goa-2013-14-annual-report-complete.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Government of Alberta Annual Report...,pdf
Aboriginal Relations,https://open.alberta.ca/dataset/42bacdfe-3190-4c5d-99b6-1c2ef57a29a9/resource/0a356301-fe1b-4a44-8a61-abb341db3acc/download/6194037-2014-AR-AboriginalRelationsAnnualReport2013-20142014-06-27.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Aboriginal Relations...,pdf
Agriculture and Rural Development,https://open.alberta.ca/dataset/b36f8f34-1ca0-448b-8777-fe7d3ffebd4e/resource/7215d15f-fb20-421a-bde3-52c42efe1a7c/download/6849045-2013-2014-ARD-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Agriculture and Rural Development...,pdf
Culture,https://open.alberta.ca/dataset/84a2fa2a-657d-4055-a965-99e2d08ea1c1/resource/eca91665-2136-4ca0-9338-8f554a4e8883/download/5360324-2013-2014-Culture-Annual-Report-Including-Statements-2014-06-19.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Culture...,pdf
Education,https://open.alberta.ca/dataset/8b226e68-1227-4aec-87a5-b573f3bfb062/resource/5f26417d-61a3-4356-ad29-98e2bcc0e725/download/6848044-2013-2014-AB-Education-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,EducationEducation Annual Report Update(October 2014)HighlightsPerformance Measures Summary Table...,pdf
Education Annual Report Update,https://open.alberta.ca/dataset/8d78df56-9979-457c-9ec2-26e87bd922ed/resource/7e2b4554-c96a-4e1c-91a4-830f71881490/download/5912455-2013-2014-annual-report-update.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Education Annual Report Update(October 2014)...,pdf
Highlights,https://open.alberta.ca/dataset/8b226e68-1227-4aec-87a5-b573f3bfb062/resource/a2f329c7-99a8-4c35-b667-eda4b98268f4/download/highlights-brochure-2014.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Highlights...,pdf
Performance Measures Summary Table,https://open.alberta.ca/dataset/8b226e68-1227-4aec-87a5-b573f3bfb062/resource/5f04f64f-d540-4650-affa-7bbca2809ae2/download/2013-14performancemeasures5yeartable.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Performance Measures Summary Table...,pdf
Energy,https://open.alberta.ca/dataset/cbd7147b-d304-4e3e-af28-78970c71232c/resource/472eeeb8-c1ee-4928-a67e-ae28a0cc740e/download/6847119-2013-2014-Alberta-Energy-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,EnergyHighlights...,pdf
Highlights,https://open.alberta.ca/dataset/cbd7147b-d304-4e3e-af28-78970c71232c/resource/3f8fb430-0674-4139-8607-dfaf10912ed8/download/ARsummary2014.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Highlights...,pdf
Environment and Sustainable Resource Development,https://open.alberta.ca/dataset/c6d0dec1-4509-4209-9acc-beeb35c95a0d/resource/9f89c4a7-0f2f-4fc3-b225-d8b02751a265/download/6149179-2013-2014-ESRD-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Environment and Sustainable Resource Development...,pdf
Executive Council (includes Public Affairs Bureau),https://open.alberta.ca/dataset/8053da3c-ef8d-4c05-857e-28b00c17db0e/resource/e54842a5-1fa5-4c79-8c11-4d4aa41f7c47/download/2050912-2013-2014-Executive-Council-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Executive Council (includes Public Affairs Bureau)Alberta Public Service Profile...,pdf
Alberta Public Service Profile,https://open.alberta.ca/dataset/8053da3c-ef8d-4c05-857e-28b00c17db0e/resource/b9ae46fc-422e-415d-a128-d826f6764f6e/download/2013-2014-supplemental-info.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Alberta Public Service Profile...,pdf
Health,https://open.alberta.ca/dataset/4bb6bc99-ab59-47fd-a633-dfc27d7a049e/resource/816cae50-2e28-40fe-b882-44434e1c7593/download/6515248-2013-2014-Health-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Health...,pdf
Human Services - Volume 1,https://open.alberta.ca/dataset/7d6fcb0d-b924-4b43-becb-24c69a713d7c/resource/fb598aec-2df4-41ad-b456-87406849d37e/download/5640292-2013-2014-Annual-Report-Volume-1.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Human Services - Volume 1Volume 2Highlights...,pdf
Volume 2,https://open.alberta.ca/dataset/7d6fcb0d-b924-4b43-becb-24c69a713d7c/resource/73e3149d-66af-4362-a4f8-3dca36dbdd24/download/5640292-2013-2014-Annual-Report-Volume-2.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Volume 2...,pdf
Highlights,https://open.alberta.ca/dataset/7d6fcb0d-b924-4b43-becb-24c69a713d7c/resource/75f19b10-e8e8-4661-8ebe-54d3e39e7df0/download/5640292-2013-2014-Annual-Report-Highlights.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Highlights...,pdf
Infrastructure,https://open.alberta.ca/dataset/9edb9308-f08e-4db5-aa00-6ca95eac3045/resource/eb3b4a84-d711-4f28-8d14-270f92476811/download/4839045-2014-2013-2014-Annual-Report-2014-06-20.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Infrastructure...,pdf
Innovation and Advanced Education,https://open.alberta.ca/dataset/47af6c36-3d8e-4ed8-984d-375c452bff6e/resource/6cf09c42-2f06-4e7b-8fd3-39722397d88c/download/6807203-2013-2014-IAE-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Innovation and Advanced Education...,pdf
International and Intergovernmental Relations,https://open.alberta.ca/dataset/c7f7dd92-3e8d-4f83-9aaf-62ec6c21ebf2/resource/15816a58-e3be-4ac6-992a-e13679402862/download/6194042-2013-2014-IIR-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,International and Intergovernmental Relations...,pdf
"Jobs, Skills, Training and Labour",https://open.alberta.ca/dataset/d217e496-71f1-4711-ab0d-1701af08197b/resource/103d4746-48dc-4745-936a-add088d844f0/download/2013-2014-JSTL-annual-report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,"Jobs, Skills, Training and Labour...",pdf
Justice and Solicitor General,https://open.alberta.ca/dataset/a78bb4dd-3eb5-46f1-ad45-169ae9907bde/resource/5eee5567-dd35-49e0-b576-cc1d564c8da7/download/6512995-2013-2014-JSG-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Justice and Solicitor General...,pdf
Municipal Affairs,https://open.alberta.ca/dataset/2c12785f-b426-44dc-aea5-f4be2e8f97ec/resource/cfab9324-a733-4abf-9d8d-ec7cf218a3c2/download/4910637-2013-2014-MA-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Municipal Affairs...,pdf
Service Alberta,https://open.alberta.ca/dataset/6fcc9d22-0af9-4099-a571-b44cae036cc3/resource/deb93633-c72c-4d9c-9706-51d64499dfe8/download/6848617-2013-2014-Service-Alberta-Annual-Report2.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Service Alberta...,pdf
"Tourism, Parks and Recreation",https://open.alberta.ca/dataset/11dba22a-5ff8-4e39-aafb-abc9b15bc235/resource/8c694a36-3418-4071-bf23-1aaa2b67e343/download/4839517-2013-2014-Annual-Report-with-Statements.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,"Tourism, Parks and Recreation...",pdf
Transportation,https://open.alberta.ca/dataset/d24ecf3f-d15a-4e41-b090-9e1a4c85949a/resource/f80d160c-27ac-482a-8fdc-98826195b36e/download/4848754-2013-2014-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Transportation...,pdf
Treasury Board and Finance,https://open.alberta.ca/dataset/5a03321d-01b4-4d20-a47d-098c0b67d88b/resource/9953e264-e8b0-4f91-bd9c-1675a14a7e74/download/2013-14-TBF-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Treasury Board and Finance...,pdf
Government of Alberta Annual Report,https://open.alberta.ca/dataset/7714457c-7527-443a-a7db-dd8c1c8ead86/resource/fe2662aa-9a5f-4b7f-945d-cf7a03c3e9b1/download/goa-2012-13-annual-report-complete.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Government of Alberta Annual Report(June 2013)...,pdf
Aboriginal Relations,https://open.alberta.ca/dataset/42bacdfe-3190-4c5d-99b6-1c2ef57a29a9/resource/55281a40-b7c6-4a0c-86fd-fe23f8f15459/download/6194037-2013-AR-Aboriginal-Affairs-Annual-Report-2012-2013.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Aboriginal Relations...,pdf
Agriculture and Rural Development,https://open.alberta.ca/dataset/b36f8f34-1ca0-448b-8777-fe7d3ffebd4e/resource/a687087c-a3fa-4389-a021-30819038357c/download/6849045-2012-2013-ARD-Annual-Report.pdf,Advanced Education,https://www.alberta.ca/government-and-ministry-annual-reports#19-20,Agriculture and Rural Development...,pdf
